"row_names","ZMYND8","TPCN1","HEG1","HACE1","LDLR","MOCS1","KIR2DS2","ACADM","PIK3IP1","PBRM1","TBC1D15","DBNDD1","ZFP64","GALNT12","UBALD1","ARHGAP9","LSS","LOC100133227","LOC100131066","LOC100130899","N4BP3","LINC01531","LOC100507281","CREB3L2","ERMP1","NEK1","PIAS3","BICDL2","GPM6A","ZBTB8A","ABCC5","BMPR2","ZXDC","RAMP1","HEMK1","NMRK1","RPL5","PSME2","SCD5","KMT2A","RGS16","CD38","SHOX2","FAM189B","PPM1M","PADI2","TROAP","IFI6","DDX46","USP18","CST7","DHRS1","LITAF","CDK2AP2","POF1B","HPGDS","NTN5","SH2D1B","SORD","RBMY2FP","TRGV7","BTRC","MLC1","FITM2","RPS10P7","CENPC","FBXL2","ALDH6A1","MTMR1","SPEM1","TRGV5","XK","RBM45","NPL","ADHFE1","LDHD","SMAD6","ANAPC4","MRAP","PRF1","AUTS2","COA6","ASPH","KLHL10","NECAB1","MGC4771","TPSD1","CRYBB2","CSF2RB","TRBV19","HIST1H3G","ING1","CCL23","IL18R1","WASHC1","PCDHB2","YIPF7","MGARP","MAP3K8","ABCD2","BANF1","IFT74","AGMO","LIN54","OAS3","RB1CC1","ZMYND11","HK2","IL2RG","NAGA","KRT2","PMS1","AGTR2","ZNF818P","CDY2B","PRY2","CDY1B","ZSCAN2","AGPAT4","HERC4","CTSL3P","ACR","ACTN2","CDK8","CREBL2","ACAA1","ARNT","AUH","CAT","CCR3","ATF2","FCER1A","GNAL","INSM1","ITGA5","MTAP","ODF2","OVGP1","SERPINB2","PHB","POU2F1","PPP1CB","PTPN9","ATXN2","SELPLG","TGIF1","UNG","ZNF133","ADAM12","HIST1H3H","CD83","CD163","SEMA4F","CDH1","EPRS","FOXA3","NAIP","STK17A","SPTLC2","MTOR","PLA2G7","CCS","GRK3","HCLS1","DMXL1","SMO","AKAP9","RNF41","MPHOSPH6","SMAD7","GZMA","PPP2R5D","FBLN5","TBL3","RELB","PDIA5","TKTL1","PITPNC1","IKBKE","SLC25A13","CADM1","CLDN15","UBE3C","PIEZO1","RNF144A","SNX19","KIAA0141","NCAPD2","POLA1","TCP11L1","PPP3CB","CAPN3","ZNF767P","PCDHGA6","OMA1","APOL1","RNF135","ZDHHC16","HNRNPA3P1","ABCG1","SKIL","KIR2DL4","LOC401957","EEF1B2P5","LOC439962","LOC643654","LOC644193","RPL37AP8","LOC644590","LOC645529","FAM90A22P","PHKA1P1","RPS28P4","LOC646543"
"CONTROL.GSM999874","12.7783","8.7216","11.3178","5.5537","7.2636","8.9324","13.0944","8.0845","10.7034","10.6424","8.0155","6.5395","8.6819","10.2917","9.2051","13.2469","6.1146","7.1548","6.2849","7.129","7.3073","9.6425","10.27","8.9378","10.0585","5.7221","8.6711","7.6851","7.6324","9.8337","9.4017","5.7824","7.9951","5.8505","9.362","7.0734","13.4833","12.2592","8.8073","14.1684","8.0684","10.6417","8.1936","8.1167","11.0601","10.1646","7.5491","8.5479","7.2328","9.8276","9.975","11.7895","13.1953","11.309","8.2751","5.9485","6.8723","10.0289","9.2191","5.1585","6.0859","8.7977","6.1792","6.8171","13.5964","9.146","8.7207","8.9528","9.8844","9.3499","12.0603","7.6264","6.2032","9.7806","9.9768","7.9526","5.9272","6.8197","5.9562","10.6511","6.4264","5.5327","11.9256","10.3108","6.3591","7.5749","9.3285","8.2994","10.2979","11.8199","12.2428","10.3348","6.5763","8.2636","11.6258","6.6714","7.6646","6.968","10.367","6.6979","11.8051","7.5574","5.4586","8.9832","11.4429","8.8661","11.8078","9.0174","13.884","11.7697","9.1597","5.7295","5.7242","9.0284","5.9776","5.6657","5.4532","8.6103","10.9473","7.3436","7.4603","10.346","6.7572","10.962","9.1876","9.8349","9.4416","6.1079","11.5499","11.6379","10.2374","7.6496","6.3182","6.8004","11.0055","9.3201","7.4233","7.7007","9.0301","10.8033","9.9081","8.0123","10.9782","9.9433","11.8368","9.8679","7.5816","10.9486","10.3668","11.855","10.8074","11.3911","8.8232","7.0883","6.6358","6.0118","8.4394","7.6545","7.443","10.1195","6.4502","9.293","10.9353","13.5315","6.0917","6.4586","9.9906","12.2554","7.5901","7.9684","11.367","8.1168","10.7505","9.3704","10.9376","6.4196","8.8341","6.2829","7.5065","9.6279","5.9622","7.3522","6.2832","11.7043","7.64","7.7679","7.5889","12.172","6.4755","11.8608","9.8508","11.3887","9.8489","6.9202","7.9547","11.0965","9.3002","7.8824","11.1635","9.6472","6.0475","13.0771","10.1639","12.7073","10.0021","9.0112","11.4698","14.0637","7.3115","9.1062","12.0524","10.1571","13.6978","6.0634"
"CONTROL.GSM999879","11.7981","10.2134","10.7736","5.768","10.3415","7.1565","10.4611","9.1346","12.6497","9.7408","10.8181","6.6272","7.8338","9.2474","9.5391","13.5398","7.9078","7.1331","5.775","5.94","8.2732","6.5757","10.2893","9.8125","10.1123","5.7126","8.0965","6.0596","7.2004","7.244","10.9484","9.0204","9.5101","6.1675","10.2071","8.3515","14.0311","13.3507","7.9878","15.1767","10.2747","9.9586","6.2546","10.0892","12.986","10.2565","6.6336","11.3569","9.9467","8.7097","11.5068","11.4338","13.6821","11.4489","5.8973","6.28","5.4766","9.559","9.0268","6.0238","5.8694","9.467","7.0043","6.3048","13.445","9.0578","6.3718","8.7409","10.7633","5.8221","10.0008","7.3352","6.5215","9.9446","9.3822","7.6529","5.7994","7.9878","6.1605","12.6673","8.7922","6.3276","9.8063","7.4985","5.6399","8.0606","6.7371","10.623","11.9879","10.1905","13.7698","12.5247","6.6288","8.5166","10.0339","6.0725","6.7991","6.4673","11.6296","7.5648","12.8203","5.8626","5.4801","9.5456","11.8381","10.2469","11.7265","9.8718","14.0041","12.2592","7.1912","5.7159","5.4214","7.4064","9.5901","8.3611","8.4456","8.0248","9.059","7.2002","7.5526","8.3846","6.0873","8.2773","9.6726","11.0828","9.2124","7.0184","11.6612","8.7802","11.1447","8.1806","7.2197","5.8697","12.1232","7.2453","9.3932","7.9886","8.1643","11.2892","11.3837","11.1143","10.586","10.0468","11.8714","11.3958","8.6631","9.3216","6.8403","13.1446","12.1573","12.287","8.859","5.8699","8.9501","5.5975","6.6989","10.4076","7.8705","10.9077","9.0827","10.0509","11.9464","13.1195","6.4662","6.0483","10.49","11.0882","9.2721","12.074","11.8703","9.9268","8.5483","11.641","13.6316","7.8477","8.3286","7.3225","8.2094","8.2459","6.7129","8.5178","9.1711","12.7546","8.3811","7.8158","10.0279","11.3173","7.543","9.8363","10.9584","10.6704","9.7422","6.1276","9.4774","9.8017","9.0763","9.4003","11.476","11.4995","9.3485","10.6773","12.816","12.1761","8.3589","6.383","8.4147","14.4319","11.2442","7.2523","8.2299","11.1544","13.8941","7.2612"
"CONTROL.GSM999880","12.387","8.2681","10.4342","5.6277","9.2577","7.9495","11.6472","8.2602","13.1356","9.435","10.9158","5.6862","8.336","8.3495","7.9999","13.1019","7.1065","6.5502","5.755","6.1777","7.0568","8.1394","9.7213","8.8389","8.9937","5.562","7.3609","5.9814","7.6535","8.5326","10.269","7.7104","7.7139","6.1999","9.1962","7.3017","13.8659","12.0778","6.2272","15.1482","9.8345","10.5201","6.7115","8.1441","11.414","9.2555","7.2449","9.2822","8.3784","10.0191","9.9905","11.6788","13.8255","9.3336","7.3359","6.3301","6.4193","9.8655","7.7641","5.3138","6.0941","10.0601","5.9535","6.2935","13.1372","9.0164","8.3198","8.406","11.4294","5.7776","10.575","8.3831","6.8561","9.1285","8.873","6.6845","6.0599","6.3427","6.1404","11.4302","8.9739","5.9613","12.59","9.2361","5.8861","7.3652","6.8847","10.0677","11.9659","10.7823","13.2298","11.1592","7.3558","8.6777","8.8166","6.3967","7.0565","7.0587","12.0733","7.3479","11.8408","6.616","5.4976","9.3205","9.5838","11.0959","11.6473","8.3331","13.5916","11.4959","7.4361","5.7817","5.5844","7.5006","6.1448","5.8163","5.3989","8.3112","10.4507","6.4616","7.5925","8.0314","6.4118","8.4488","8.6422","8.8685","9.1409","6.3131","10.228","9.9574","10.0788","7.2574","7.0619","6.3261","11.9867","7.0722","7.1406","7.6849","12.8422","10.2567","10.9692","10.3467","10.6406","9.749","10.5947","11.5623","8.5167","8.9188","8.2769","12.4838","12.606","11.3341","7.65","6.6299","7.3306","5.439","6.2142","10.9197","6.9905","11.1204","6.8591","8.1828","10.5795","13.454","5.7866","5.9833","9.9959","12.4876","8.109","12.5039","10.8844","8.9706","8.4243","10.3552","13.76","6.6289","9.3936","6.101","7.1724","8.437","6.2949","6.9889","6.4444","11.8254","7.2138","7.0692","9.0057","10.4191","6.1281","11.0345","10.2474","10.2061","10.3255","5.9276","7.9439","10.1127","9.3905","8.361","10.4096","12.3879","10.04","11.4517","12.1842","12.9324","9.9538","5.9047","8.3883","14.6332","9.7507","6.7404","9.1659","11.507","14.0113","6.7483"
"CONTROL.GSM999882","11.0437","9.1698","9.7463","5.6596","9.2455","8.0434","12.2832","7.7562","13.2978","9.6892","11.4989","6.4547","8.2176","8.0274","8.6452","13.4065","6.5747","6.9892","6.0596","5.7733","8.005","6.0037","10.2915","9.1598","9.8475","5.5028","9.8721","6.1711","7.4034","6.3096","8.8286","8.2097","8.445","6.1342","7.7863","7.9579","14.2334","11.7109","6.0336","15.1889","9.0425","10.239","6.9265","8.0659","10.9118","7.7869","7.7226","9.4045","8.9475","9.0316","11.0871","11.2114","14.3895","9.8872","7.5998","6.0405","6.4799","10.9502","6.9732","5.9446","6.2277","9.8244","6.4665","6.6525","13.4319","9.2776","6.8708","8.7918","12.4237","6.473","9.2128","7.2568","6.7543","9.0881","8.7293","6.9219","5.7306","8.156","6.1232","12.2341","9.0924","5.7823","11.7405","7.2957","6.0948","7.3465","6.8443","9.4461","9.989","10.1697","13.608","10.1274","6.0506","9.7118","10.6227","7.0286","6.5432","6.0872","12.5557","7.563","11.1586","6.0786","5.4581","10.0543","9.5152","11.8917","11.049","8.2048","12.9148","10.8454","6.5479","5.614","5.6084","6.59","10.5089","7.2955","9.9522","8.1639","10.0331","6.1552","7.4773","8.5033","5.9002","8.33","8.6058","9.1091","9.2602","5.837","11.4271","8.064","11.4112","6.1755","7.9477","7.9853","13.5074","7.0196","7.2255","8.4913","10.436","10.4754","12.3504","11.5968","10.5345","9.5753","11.3741","12.394","9.2744","7.7003","6.9619","13.0056","11.797","10.5195","7.8847","6.1522","8.0251","5.9762","7.7399","11.8236","7.0289","11.7196","8.3847","7.9891","9.8548","13.2973","5.751","5.8279","10.4697","12.2462","9.4011","13.1079","11.258","9.3792","7.9106","10.2915","13.704","6.7559","9.2324","6.4476","7.8718","8.4011","6.948","7.2557","7.6031","12.8282","7.0552","7.5151","10.1213","9.5291","5.8913","10.1666","10.1538","9.3938","9.6355","6.5031","8.5384","8.6299","9.2035","8.7151","10.6081","12.4542","11.56","11.5862","12.4157","13.0006","10.0877","6.162","8.9748","14.7984","9.6651","7.9125","8.7834","12.5516","14.0027","6.4619"
"CONTROL.GSM999885","11.5945","9.5214","8.5692","5.562","7.5714","8.8388","11.5471","7.7471","13.178","8.055","11.3444","6.2322","8.2831","6.2239","9.3957","12.7117","7.1241","8.0749","6.1563","6.4371","7.1652","6.4767","11.7045","9.2318","8.6243","5.6644","8.2865","7.8413","7.5428","6.3764","8.8476","6.3907","8.9011","6.162","8.3049","6.3972","14.1013","11.0339","6.0841","14.591","9.4109","9.3042","7.8568","8.5714","11.0359","8.0288","8.771","9.1273","7.436","9.5248","10.0259","10.2715","13.9577","10.4917","10.2325","6.0462","6.8145","10.4433","6.937","5.2557","5.6415","8.5506","6.0056","6.8332","13.3279","9.2721","6.9577","8.0606","11.0845","7.5117","8.7653","9.27","6.8326","8.0509","6.6885","8.1149","5.8596","6.794","6.1682","10.1889","8.8571","5.8522","12.286","7.0553","6.1045","7.3894","7.819","9.073","10.1557","10.0479","13.0831","10.8089","6.6893","7.9993","10.4394","7.7417","6.8937","6.1601","11.0584","6.8431","11.6815","5.8635","5.5212","9.0927","7.913","11.0397","9.9313","9.1849","11.8994","9.1973","6.3366","5.5807","6.5819","6.2489","6.5463","6.0234","5.4822","7.9099","8.9615","5.7497","8.2019","8.9595","6.0724","7.8217","8.1724","9.2473","8.1306","5.6018","10.822","10.4714","10.871","7.4862","7.1246","7.4443","12.3698","6.2044","6.9583","8.9275","10.4891","10.922","11.5037","10.7469","10.2061","8.9882","11.0365","11.6499","8.9323","7.815","6.4462","12.8305","11.4799","12.2116","7.5504","5.9789","7.1473","6.058","5.6708","10.9504","7.7177","10.6211","6.5502","8.2568","8.7389","12.8094","5.5528","6.0608","9.2442","11.3527","8.6518","12.51","9.8885","8.2911","7.3959","10.8194","13.5619","5.9619","8.4537","5.9075","6.381","7.0492","6.2237","8.0305","7.1337","11.1815","6.0504","7.9126","8.2614","9.8797","6.1103","8.9182","7.6522","9.2852","9.8477","6.7697","7.8273","8.6868","8.7502","8.4001","9.7939","12.4137","10.346","11.563","12.2653","13.1668","10.0827","7.1149","10.8592","14.7162","9.7503","8.4387","10.9607","11.4009","13.7298","6.4334"
"CONTROL.GSM999887","11.7103","8.7156","8.127","5.4886","8.5872","8.7558","12.1425","7.8741","12.2315","7.7437","10.1774","6.5315","8.117","8.7641","8.8394","12.4719","7.7969","7.1386","5.8015","6.7498","6.2945","8.5314","11.001","8.5773","9.7753","5.6354","7.3323","7.5152","8.3636","6.3368","8.5695","6.6722","8.3618","6.2968","8.5447","8.1455","13.8098","12.0669","7.4981","14.6466","9.0838","10.7311","7.3234","8.9805","11.1591","8.6463","7.9907","9.3725","7.1108","9.9846","10.2002","10.6819","13.2982","10.3096","8.2341","6.7855","6.5042","9.6949","7.7525","8.9078","5.6075","8.775","6.3319","6.6202","13.364","9.0201","8.7339","9.8057","9.9974","6.5497","9.8226","6.6361","6.6125","9.099","7.1746","7.3149","5.7681","6.7046","6.3235","10.0118","8.6752","5.906","12.6248","7.8111","6.1278","7.4616","8.1276","9.2452","8.8869","11.5384","13.3569","10.4532","7.7194","9.2764","9.9546","7.0197","7.3336","6.1958","10.9549","7.0453","11.7088","7.2639","5.5229","9.4362","9.3162","10.9538","11.0524","7.8179","13.5054","10.572","7.141","5.7838","5.6032","9.0132","13.2437","9.4883","12.2413","8.3599","10.1141","6.1362","8.1348","8.3726","6.0202","9.7106","9.0396","9.1225","8.0846","5.7145","10.7068","11.582","10.4755","7.833","7.0878","6.8565","11.1034","8.2598","7.0906","8.2156","9.3378","10.8891","10.9617","9.3272","10.0644","9.5066","11.1207","10.7825","9.1319","7.7884","8.7883","12.9737","11.8147","12.5267","7.7915","6.4555","6.8545","5.9114","7.0401","9.9987","7.8036","10.6896","7.1106","8.2055","9.6517","13.1985","6.0543","5.8024","10.271","11.6532","8.0612","11.7503","11.558","8.5087","8.0838","10.4994","12.8402","6.0228","6.3897","6.0697","7.3996","8.7212","6.3122","7.5308","7.2082","11.6861","6.5447","7.7996","8.403","11.4763","5.9943","10.2454","9.6391","9.4454","9.3425","6.4892","7.7803","9.343","9.1823","8.7439","9.606","11.3563","8.5972","11.8171","11.4462","13.1269","9.6343","6.6664","10.1809","14.7635","9.891","7.6916","9.137","10.2609","13.8566","6.2504"
"CONTROL.GSM999889","11.1396","9.9417","10.1946","5.6263","10.7728","8.1897","11.0931","8.0966","13.1951","9.1912","11.3885","6.5949","7.9351","8.4115","8.6818","13.502","7.6824","7.176","5.9194","6.1714","8.1156","6.2001","10.0108","8.8053","9.7021","5.5231","9.0123","6.543","7.3366","6.4239","10.1402","7.5009","8.4992","6.1934","9.0871","8.1997","14.4737","12.1829","6.0792","15.0836","9.9736","9.8403","6.9121","9.2082","11.8721","9.585","7.719","9.5712","8.7971","8.3053","10.5054","11.1941","13.8284","10.2374","8.4913","6.2057","6.2586","9.564","7.1244","5.2726","5.7289","9.49","6.1664","6.4638","13.4232","9.0074","7.2854","8.7956","11.8527","6.4794","8.9254","8.2639","7.1852","8.9938","8.3248","7.5902","5.753","7.3019","6.1747","11.7936","8.8446","6.2083","10.7383","7.3961","5.9267","7.5818","7.3277","9.7317","11.2196","10.7731","13.7658","11.3712","5.9096","8.0858","10.2936","6.9571","6.6192","6.3413","11.6402","7.3773","11.8851","6.0687","5.4702","9.3801","10.1615","11.1969","11.0303","9.7003","13.9852","11.333","7.0712","5.5063","5.8257","6.4842","6.2442","5.4334","5.5534","8.2855","9.0621","6.2854","7.3972","8.6148","5.9769","8.3707","8.8525","9.7414","8.8982","5.906","11.1311","8.3869","11.0568","6.9878","6.9714","7.2023","12.8599","6.4427","7.8338","8.3436","8.0242","10.5046","11.6491","11.5884","10.4609","9.4069","11.2057","12.0394","9.0108","8.021","6.447","13.0949","12.3917","11.1848","8.0688","5.9324","8.349","5.6541","6.1796","11.3389","6.7624","11.2082","6.8901","9.0543","10.0503","13.6282","5.8644","6.1934","10.115","12.1082","8.3975","13.2646","11.2474","9.5765","7.6975","10.5828","13.8685","7.4372","7.9121","6.598","8.0973","8.2511","6.6338","7.9303","8.0805","12.4018","7.8795","7.3265","9.8205","10.2032","6.3951","10.452","10.0471","9.8988","9.6397","6.5685","8.6697","8.9517","8.6047","8.9817","10.3988","12.9602","10.532","10.8834","12.483","12.8681","9.8384","6.2413","8.9179","14.5031","9.8808","7.7382","8.8586","11.9976","13.8028","7.5696"
"CONTROL.GSM999890","10.796","10.3721","11.0432","5.5692","10.3349","7.8361","11.2554","8.6138","13.2394","9.6748","11.0889","6.7203","8.2456","9.1758","9.4158","13.2786","7.7942","6.8896","5.89","5.9927","9.1778","5.9986","10.1024","8.892","10.2119","5.6389","9.8005","5.9412","6.7289","6.4878","10.0711","8.273","9.3069","6.6725","9.7784","8.1363","14.4851","12.2342","6.5125","15.074","10.2119","10.5585","6.5937","9.1348","12.1185","10.1089","7.542","9.3425","9.3659","9.0207","10.4598","11.8387","13.9629","10.3434","5.9075","5.9362","6.3817","10.7179","7.5725","5.608","5.7268","10.0918","6.8848","7.4615","13.4579","9.178","6.7416","9.2303","12.2177","6.5244","8.52","7.1322","7.6429","9.142","9.4841","7.6153","5.8994","8.2185","5.9196","12.4884","9.3009","6.3706","11.1708","7.9544","5.6824","8.4513","7.2236","10.5994","11.6583","10.7942","13.668","11.611","5.9308","8.9136","10.4076","6.6106","6.4501","6.0753","11.607","7.3876","11.9245","5.7914","5.4654","9.7834","9.7208","11.1067","11.3956","8.818","13.7383","10.7088","7.3804","5.7635","5.408","6.7917","8.8985","6.4628","7.5937","8.3146","9.0648","6.6406","7.7095","8.2916","5.8914","9.1873","8.833","10.2715","9.6066","6.7626","10.8877","9.7436","10.9029","7.5749","8.2895","6.1201","13.5073","7.0187","8.8368","8.2412","12.0261","10.6851","12.0323","11.2806","10.749","9.8552","11.3103","12.583","9.5053","7.9755","7.1962","13.422","12.5623","11.5073","8.5007","6.1638","8.6933","5.4721","6.4095","11.46","6.5853","11.7071","7.9041","9.5812","9.9442","13.7614","5.9911","7.2937","10.5109","11.8709","9.0357","13.4094","11.3584","9.9859","8.7666","10.5863","14.0859","7.3913","8.2559","7.6663","8.356","9.2771","6.6585","9.0681","8.5288","12.6328","8.2213","8.2259","10.0555","10.801","6.9911","10.2104","10.2341","9.6815","9.9785","6.4846","8.6381","9.5167","9.6478","9.3216","10.6825","13.2202","11.1275","10.9383","12.4296","12.4571","10.1207","6.4321","8.8665","14.3268","10.2968","7.3782","8.0877","12.226","13.771","7.9459"
"CONTROL.GSM999891","11.0811","10.0564","10.6347","5.6338","11.3385","7.8898","11.7477","8.8959","12.3479","9.2427","11.2163","6.5356","7.9913","8.5965","7.9048","13.2974","7.757","6.9337","5.898","5.6404","7.4575","6.2742","9.5766","8.981","10.2473","5.5215","8.5933","5.9097","7.3282","6.4759","10.2318","8.2615","7.7807","6.1077","9.852","8.3721","14.279","13.0867","7.486","14.9938","8.9688","10.3665","6.787","10.0254","12.2772","10.0698","7.668","11.1885","9.0265","9.3642","11.7492","11.2047","14.1772","11.1614","6.3006","6.3253","6.0616","10.3099","7.7699","6.159","5.6186","9.8","6.8737","6.7545","13.0333","8.8741","6.7831","9.9054","11.0651","6.3614","9.3048","7.3129","6.9649","9.9018","8.8979","7.6013","5.6711","7.3468","5.782","13.3164","9.0125","6.1948","10.1288","6.8783","5.8229","7.7069","7.3976","10.0208","12.1113","11.0783","13.4997","11.8693","6.0328","9.0159","9.6109","7.2608","5.9096","6.4281","11.777","7.5239","12.3275","5.7862","5.4744","9.4909","12.2255","10.8107","11.9042","9.9324","14.4465","12.1257","7.1076","5.8184","5.4599","6.7335","9.8234","7.1359","8.9042","8.0485","9.3034","6.915","7.5916","8.2008","5.8216","9.1179","9.9731","10.0657","9.4672","6.4797","11.3412","10.1505","10.9405","7.6465","9.0331","7.3603","12.2534","6.3695","8.7773","7.1782","8.1197","10.8065","11.3829","11.3457","11.1402","9.8443","11.9742","12.2086","9.7355","7.8694","7.3893","13.1848","12.296","12.2688","8.2639","6.3085","8.47","5.4939","6.4489","11.0735","6.8617","11.2511","7.65","9.3114","10.8128","13.8128","6.2455","6.1124","10.063","12.0471","8.7212","12.5282","12.6403","10.0952","7.5345","10.1272","13.7119","8.3609","10.0974","7.3193","8.5076","8.9038","6.8504","8.2778","8.7999","12.9497","8.3003","7.4086","10.5835","10.7365","7.5383","10.2103","10.9972","9.8934","9.8306","6.6536","9.1847","9.6324","9.4171","9.3592","10.7039","12.0229","9.7742","11.4688","12.2576","12.6828","9.3486","6.2958","9.2143","14.463","9.6132","7.7391","9.1691","11.2884","13.7856","6.9764"
"CONTROL.GSM999892","11.4636","10.5696","10.0508","5.5881","10.8174","7.8076","11.2811","9.6113","12.582","9.3493","10.4467","7.5594","8.6402","8.8797","8.0664","13.2627","7.9729","7.0031","5.8951","6.164","7.7746","6.4785","9.5607","9.0063","10.4829","5.5355","7.6977","5.8385","8.868","6.5331","10.3535","8.8275","7.914","6.1589","10.4545","8.3847","14.2719","12.9427","6.5581","14.9581","9.1606","10.1656","6.5401","10.265","12.6294","10.8705","7.7661","9.7881","9.2127","9.4557","10.6654","11.5919","13.4148","10.9395","7.1175","6.3634","6.0482","9.8624","8.1554","5.326","5.5116","9.75","6.4466","6.89","13.2898","8.8435","7.4629","9.8189","10.9015","6.3017","8.6483","8.562","6.8719","10.1379","8.3746","7.3835","5.7957","7.2446","6.0131","12.4248","8.2451","6.2873","10.0549","6.7393","5.7706","8.1071","7.1516","10.2208","11.6425","11.3118","13.7432","11.9772","6.5686","8.6086","9.3591","6.8554","6.0822","6.0665","11.9016","7.7512","12.2479","5.9621","5.4067","9.1085","11.8683","10.4518","12.1126","9.2067","14.5949","12.0699","7.9911","5.9013","5.6825","7.2459","6.0749","5.5436","5.4101","8.344","8.79","6.8936","7.8356","8.104","5.8879","9.8206","10.0461","10.6633","9.5555","6.449","11.7098","10.6133","10.4269","8.2119","6.7296","6.54","12.0352","6.2173","8.9917","7.2035","7.7979","11.0927","11.2209","10.6461","11.6384","10.174","11.8627","12.0271","9.6324","8.4293","8.9062","13.3312","13.035","13.2313","8.7418","6.2028","8.4437","5.5061","6.2538","10.665","7.4247","11.4852","9.6742","9.9852","10.9177","14.3033","6.3972","6.1745","10.1026","11.8482","8.7013","12.5272","12.4703","10.291","7.7862","10.4939","13.4345","8.6493","8.5026","7.823","8.6225","8.7334","6.3245","8.5045","9.6595","13.3439","8.4816","6.8187","10.479","11.5869","7.4606","10.4817","10.8979","10.0415","9.0189","6.6316","9.0781","9.5591","9.374","9.7473","10.4489","12.2273","9.6522","10.8934","12.1427","12.973","9.3158","6.1981","8.3229","14.5371","9.5947","7.5272","8.7237","10.9113","13.8855","7.3719"
"CONTROL.GSM999893","11.6833","9.8243","9.919","5.6544","10.0979","7.541","10.5259","8.4835","13.3874","9.3523","11.6096","6.6471","8.0455","9.2287","8.3702","13.4763","7.428","6.8462","5.7662","5.9903","7.3595","6.0764","10.1647","8.5825","10.0522","5.6052","8.7194","6.0531","7.8554","6.3734","9.6086","9.1841","8.2409","6.1333","9.352","9.015","14.4159","12.4744","5.9318","15.1289","10.1355","9.9524","6.2171","9.8143","11.8432","9.3606","7.4422","10.7658","9.2157","9.0066","9.6372","11.1011","13.825","10.0264","7.1824","5.8897","6.1869","9.4474","7.1359","5.3245","5.9466","10.283","6.1735","7.0856","13.4682","9.0533","6.7452","9.1272","12.0003","6.1559","9.1961","7.6056","7.181","8.9276","8.7806","6.897","5.7717","7.4042","6.3145","11.0709","8.5265","6.2842","10.7871","7.4885","5.8054","7.5991","6.7501","9.6674","10.326","11.2236","13.4033","10.3337","5.9896","8.4325","9.763","6.908","6.6676","6.036","11.6372","8.2153","12.119","6.2425","5.4062","9.5315","11.4025","11.6084","11.736","9.3174","14.1653","11.3671","6.8084","5.7888","5.6248","6.5454","6.7077","5.5966","5.4978","8.4549","9.2616","6.8826","7.1944","8.1017","5.8532","8.2886","9.6767","9.1647","8.9468","6.3935","10.6992","8.829","11.2561","7.2305","7.1798","6.5497","12.7532","6.6254","8.2538","8.3897","7.7845","10.3484","11.7355","11.4886","10.3147","9.9293","11.1758","11.4081","9.0755","7.6595","6.4012","13.0333","12.3411","11.7864","8.3235","6.228","8.6543","5.6835","6.5604","11.6308","6.9501","11.4018","6.9862","8.6409","10.342","13.2982","6.1531","5.921","10.5366","11.6518","9.0137","13.2634","11.1296","9.5568","7.5841","10.7892","13.8817","7.2332","7.8413","7.3944","8.4304","8.6374","6.5375","7.7005","8.7877","12.7828","8.555","7.3543","10.2845","10.2653","6.9971","10.3108","10.7247","9.8858","10.1076","6.489","9.0472","9.0702","8.605","9.5225","10.9139","12.6094","10.5248","10.1802","12.3749","12.7841","9.4248","6.162","8.6472","14.5838","9.9125","7.269","8.8669","12.4846","14.1311","7.2492"
